id,price_doc
30474,5363854.29272
30475,8165680.87438
30476,5381925.25274
30477,6138237.41238
30478,5095038.78298
30479,10038629.6987
30480,4257706.64702
30481,4487959.53905
30482,4813073.40533
30483,4956103.62097
30484,6319557.27092
30485,5001994.75726
30486,4126507.84719
30487,4025464.11193
30488,6390015.11998
30489,5840235.53357
30490,24172865.7194
30491,20420628.7568
30492,5838669.55847
30493,14020928.4318
30494,7177229.1172
30495,10604507.8592
30496,8289722.43231
30497,7616360.10956
30498,4530071.31529
30499,7993328.3699
30500,12339330.4913
30501,6723045.16688
30502,3049128.12533
30503,6574523.41943
30504,5790982.75123
30505,11114911.8722
30506,2905218.96724
30507,4927715.74652
30508,5047516.5003
30509,7574441.96335
30510,9355807.58355
30511,6384583.1327
30512,6452137.51778
30513,4176944.51274
30514,3632169.17556
30515,9992281.2777
30516,5683456.22708
30517,12261953.4744
30518,7866148.47651
30519,4565460.41912
30520,7417922.47944
30521,5906796.06383
30522,7493059.21205
30523,6347126.01269
30524,10592042.4832
30525,10217010.6819
30526,4934916.79289
30527,5068755.34248
30528,6547041.41407
30529,6342254.57489
30530,6301710.86086
30531,14326293.1797
30532,4940545.79617
30533,9953112.0702
30534,6973790.33134
30535,9618145.05864
30536,5600693.74404
30537,11595256.2625
30538,5045970.56837
30539,6045369.58117
30540,9633615.25467
30541,5873885.35306
30542,2183944.28588
30543,5385614.29705
30544,6679943.24404
30545,8399552.87527
30546,4309289.91539
30547,10704683.4866
30548,4768684.23291
30549,5466602.86265
30550,11871928.9834
30551,5351060.82446
30552,2047052.4455
30553,7410249.33035
30554,10826872.0203
30555,5976505.93521
30556,9569433.06024
30557,7584121.78451
30558,9237226.12689
30559,6116823.72413
30560,6008988.39235
30561,6784547.74333
30562,12798773.4865
30563,4583450.56198
30564,7072841.12681
30565,6225374.18025
30566,7229347.09161
30567,2164921.83537
30568,10107967.4155
30569,9364220.10411
30570,6368112.01246
30571,8261471.3551
30572,4905927.7571
30573,6461012.14178
30574,6150246.78262
30575,7223318.37005
30576,4905685.15688
30577,4381203.15756
30578,3073336.50257
30579,6943161.6173
30580,4769048.26709
30581,5300220.32343
30582,12292022.9527
30583,7177169.25539
30584,4594720.54092
30585,2948108.52566
30586,8927023.07712
30587,6089497.76104
