id,price_doc
30474,5391030.77029
30475,8053969.26529
30476,5395978.95332
30477,5696757.8321
30478,5064244.54594
30479,9372762.91249
30480,4225466.0216
30481,4236072.31156
30482,4861520.29289
30483,4694011.78865
30484,6631258.3664
30485,4928859.04442
30486,3693097.84074
30487,3835535.36654
30488,6063611.42268
30489,6132024.61402
30490,21798591.6647
30491,19576606.8144
30492,5780766.11392
30493,13654579.4943
30494,6765949.97962
30495,10725953.3998
30496,8874234.86364
30497,8013939.24854
30498,4524318.39326
30499,7838648.97145
30500,11262283.3594
30501,6924938.68364
30502,3189497.37607
30503,6575416.12828
30504,5737810.64702
30505,11308992.2327
30506,3395821.49773
30507,4767187.85201
30508,5378049.77935
30509,7484861.14802
30510,9199057.48894
30511,6449142.75364
30512,6361307.24583
30513,4247535.36548
30514,3522287.97252
30515,9603558.00498
30516,5841626.28264
30517,11095179.1524
30518,8910574.44507
30519,4533595.75501
30520,7273154.66982
30521,5773365.35166
30522,7521765.0622
30523,6481002.11843
30524,10955481.8588
30525,10210291.226
30526,4880955.67437
30527,5076484.00113
30528,6688150.34847
30529,6525187.59836
30530,6196957.02667
30531,14541770.8536
30532,4710542.86688
30533,10249359.7056
30534,6820143.13582
30535,9410266.09972
30536,5727766.40849
30537,11662724.4334
30538,5098171.22643
30539,10826923.6611
30540,9544829.15383
30541,5991473.96798
30542,2189510.60416
30543,5546642.01532
30544,6705786.22972
30545,8484351.49652
30546,4178314.33577
30547,9726551.74885
30548,4475183.70019
30549,5055593.97181
30550,12132954.5663
30551,5050790.64014
30552,1947017.62386
30553,7172046.36024
30554,10773834.4721
30555,6146589.92189
30556,9147232.69926
30557,7597114.40873
30558,9205329.01276
30559,6451443.81336
30560,6023708.34495
30561,6820039.64763
30562,11912068.1016
30563,4740984.53888
30564,7157393.33055
30565,6665974.90701
30566,7196703.51565
30567,2060794.99586
30568,10046308.9274
30569,9681099.11783
30570,6517329.05654
30571,7596280.1694
30572,4895695.55692
30573,6504217.44219
30574,6152226.62123
30575,7542229.23528
30576,4964009.22514
30577,4261910.76578
30578,3335313.48541
30579,7117169.63954
30580,4550524.25558
30581,5503993.32755
30582,12673255.8897
30583,6866475.58271
30584,4465085.59871
30585,2612729.88391
30586,8978117.47931
30587,5872396.24206
30588,8299770.1382
30589,7256172.20167
30590,12113191.4513
30591,5173953.72222
30592,6603631.25208
30593,8389663.09567
30594,6494029.61797
30595,5466904.89456
30596,6812505.14113
30597,6504535.58622
30598,9483137.62851
30599,10956909.5206
30600,3711813.1609
30601,6058782.61925
30602,1834013.09105
30603,12222764.3526
30604,4623058.72403
30605,6640361.14612
30606,20944393.3641
30607,6700950.15425
30608,8470629.14689
30609,6145130.60503
30610,3095055.04294
30611,5395949.08363
30612,7231494.24293
30613,8178297.15996
30614,16770486.5785
30615,7619306.95978
30616,5525371.6562
30617,9400076.11351
30618,5026551.7296
30619,3830943.84865
30620,2687262.96357
30621,8774381.94953
30622,7997543.04395
30623,6152300.18194
30624,6724098.71199
30625,7891051.64307
30626,6250641.73886
30627,7231036.37332
30628,6426964.6501
30629,5069145.52174
30630,4114301.22748
30631,6094966.70526
30632,3999757.17849
30633,5915666.99971
30634,11482635.9834
30635,9555791.81067
30636,5319744.78932
30637,9511532.31123
30638,5935581.567
30639,7400559.22849
30640,4543509.38619
30641,8214562.58894
30642,6436263.6416
30643,7811838.66054
30644,9482633.98426
30645,7181876.76922
30646,5127318.05136
30647,4786493.68541
30648,24278885.4352
30649,2306565.2734
30650,4886092.2735
30651,3481574.00596
30652,4438036.3226
30653,7700366.65894
30654,4477227.759
30655,12701419.8731
30656,3956012.37644
30657,6320739.99393
30658,10077805.7966
30659,4682368.7089
30660,8496597.54571
30661,6711722.47591
30662,8224065.68758
30663,16754945.7485
30664,11925678.7462
30665,6105123.8159
30666,2697470.65299
30667,4145194.05408
30668,9138056.53487
30669,4747932.452
30670,2461940.95341
30671,7292385.45091
30672,15033917.2423
30673,10552120.9609
30674,11713409.0214
30675,2158575.06829
30676,6709833.53506
30677,4348842.58415
30678,19595077.8504
30679,5855076.68212
30680,5139716.52278
30681,2448934.96689
30682,8497160.54938
30683,9586556.64105
30684,4869080.15582
30685,7230345.88361
30686,9300072.96793
30687,5033481.06064
30688,4379790.03239
30689,14846571.1413
30690,25026319.6545
30691,4474629.62389
30692,6136645.23729
30693,11142292.3852
30694,5346842.61358
30695,7417385.26758
30696,6638365.20696
30697,12172493.7517
30698,7513558.43421
30699,5855246.44258
30700,4954875.82391
30701,9482994.17697
30702,6096993.51284
30703,3823117.04462
30704,11560753.3615
30705,8985635.06371
30706,24698374.3158
30707,3684830.98164
30708,14203806.5778
30709,6348733.60823
30710,6944040.37921
30711,4655300.51643
30712,4038177.04603
30713,6377909.13547
30714,6989987.92168
30715,3838447.53906
30716,9581942.7552
30717,6486720.67809
30718,8529134.85127
30719,15372242.7667
30720,7286922.21662
30721,4722768.12755
30722,7378622.05348
30723,6222613.50589
30724,12163870.8821
30725,6660374.94581
30726,11679603.6727
30727,9633519.52417
30728,11704641.0632
30729,3524901.77537
30730,6169634.42666
30731,6337161.78144
30732,4480053.73609
30733,9779339.28106
30734,7170088.92296
30735,5473019.97597
30736,5074408.84604
30737,6817904.9362
30738,6148695.18888
30739,4477822.28246
30740,6930490.07103
30741,11821603.8602
30742,4135877.53637
30743,4979621.33407
30744,9221894.34897
30745,6678907.38984
30746,5627718.61628
30747,15376057.6068
30748,16099152.5277
30749,4920070.73852
30750,6487563.1433
30751,3356512.86387
30752,7580798.80561
30753,9900786.00574
30754,5493951.00212
30755,4798119.20915
30756,6301113.68603
30757,5263435.49383
30758,10358813.3539
30759,6097360.54783
30760,4327852.14021
30761,9868026.25474
30762,6736340.54548
30763,11855931.7348
30764,6103171.91661
30765,6044842.72704
30766,3614241.11368
30767,9814164.21984
30768,4376518.0766
30769,7203493.49072
30770,6064443.50154
30771,2932064.25718
30772,8305788.48052
30773,8003338.00566
30774,5718332.58819
30775,12153939.6724
30776,5777657.66834
30777,6214371.39714
30778,9112113.45689
30779,6514639.94055
30780,7499669.43847
30781,6853231.10557
30782,5236689.90678
30783,5579466.25543
30784,3601218.6778
30785,5313384.05841
30786,4148316.25379
30787,6119201.51055
30788,5657313.00608
30789,7196847.52501
30790,6506095.86895
30791,9787180.87846
30792,7236334.12945
30793,11308773.9135
30794,13476487.8926
30795,11068809.3168
30796,11585665.4472
30797,14539633.4838
30798,2735603.46029
30799,10386964.0315
30800,14812929.9756
30801,6081727.61206
30802,20001157.0494
30803,2824328.0233
30804,3644959.84378
30805,14695923.6332
30806,7180336.39877
30807,5940112.2119
30808,10474554.8966
30809,4974248.92441
30810,11252125.861
30811,4337819.00296
30812,5281908.70399
30813,5065168.66191
30814,2560092.46626
30815,3833095.19719
30816,8065404.16746
30817,1878429.91271
30818,7700172.53698
30819,7892531.1252
30820,5155315.62594
30821,25554129.0439
30822,9200949.44262
30823,7982634.518
30824,3608762.93267
30825,5334071.68826
30826,10290869.206
30827,5484158.39881
30828,5720954.63092
30829,5443713.72983
30830,8723279.50268
30831,6668453.2455
30832,5925970.98913
30833,5075238.91057
30834,4189279.65945
30835,7482649.15425
30836,6567906.08332
30837,5126383.09062
30838,4471274.4702
30839,5901175.25367
30840,11035019.657
30841,12000416.8447
30842,7236196.08592
30843,5410932.19404
30844,6472735.87997
30845,9705528.0691
30846,4244640.91225
30847,5856049.16955
30848,8318228.16351
30849,4388942.70661
30850,4050679.56365
30851,4971093.32898
30852,6578682.55125
30853,4399126.48563
30854,5842004.92093
30855,7688593.42264
30856,8560379.70214
30857,2314820.61755
30858,4201238.65814
30859,5956826.68971
30860,5827377.76441
30861,8951596.5946
30862,6220513.91176
30863,5265312.74717
30864,6316259.72969
30865,9551769.73394
30866,6752195.85694
30867,5847517.3553
30868,8470412.50738
30869,5403718.65949
30870,5011901.47041
30871,8353526.76227
30872,4866544.27596
30873,3781332.71456
30874,4741868.46887
30875,6303308.76583
30876,4882576.03649
30877,10305520.161
30878,5534374.65515
30879,10873392.0161
30880,6155005.40698
30881,1821084.87875
30882,10111778.6019
30883,3715774.88876
30884,5629811.39951
30885,4995758.57082
30886,7523891.38945
30887,5560717.67069
30888,4746286.62475
30889,5110217.94764
30890,6988544.8201
30891,3472812.37902
30892,3586383.17177
30893,4207644.60832
30894,5564753.97647
30895,4224458.29173
30896,6286580.87611
30897,7597167.71018
30898,6801352.83296
30899,6787226.02908
30900,3317658.21085
30901,6359179.41014
30902,1975699.84502
30903,7032634.69767
30904,7788368.77558
30905,5605420.86179
30906,5982532.34528
30907,12341901.5022
30908,4013606.99819
30909,13325611.1091
30910,6958355.95629
30911,4054110.09804
30912,6367710.91083
30913,18816020.8202
30914,5865409.21161
30915,7191343.15714
30916,5555961.27981
30917,8360049.41106
30918,6579430.38306
30919,4656266.87464
30920,4814779.07467
30921,3877963.57943
30922,5672784.16205
30923,3330817.69346
30924,5097802.13559
30925,14302775.8773
30926,6623846.88218
30927,7745551.79083
30928,4834964.6574
30929,5096760.93318
30930,10236499.3321
30931,10898532.5512
30932,4946681.73186
30933,4541299.79412
30934,13184460.2297
30935,6733543.76051
30936,7093845.53042
30937,8662804.43584
30938,3582833.93016
30939,9157039.67319
30940,6577515.58647
30941,6201354.35286
30942,3500399.25566
30943,6487590.51862
30944,4968709.85996
30945,3592162.82227
30946,13272095.5111
30947,6875091.91632
30948,8293802.72282
30949,6070154.83305
30950,6091937.08935
30951,15679397.5297
30952,7555506.88866
30953,9916367.69213
30954,4669954.00285
30955,6298850.40161
30956,7247667.06393
30957,5747448.48531
30958,26720270.9272
30959,7994036.65031
30960,7364104.18901
30961,8951548.0806
30962,10661091.5694
30963,3622279.61819
30964,4516854.47684
30965,6728027.41591
30966,12861005.8208
30967,11295808.4534
30968,3385102.06015
30969,3477056.16757
30970,6270706.837
30971,10770031.3481
30972,3635938.50442
30973,5138707.27316
30974,4978431.56763
30975,7537861.68529
30976,5158503.72482
30977,7034598.20683
30978,7589943.75838
30979,3383365.73303
30980,6949641.80006
30981,5674639.853
30982,6446757.16704
30983,3866837.99585
30984,5629405.60381
30985,3608928.93919
30986,9510665.39116
30987,8503352.5242
30988,6127027.83859
30989,7381493.90023
30990,12812090.9928
30991,8934484.1886
30992,2657833.56339
30993,7317640.04149
30994,4779411.31867
30995,6824635.94688
30996,5630843.42475
30997,7097435.79122
30998,6145289.51842
30999,6947891.79845
31000,7901872.03798
31001,6144871.60263
31002,9180590.58989
31003,9251225.88774
31004,4156069.69445
31005,2743102.45765
31006,7369420.71432
31007,4709359.04456
31008,5512084.51111
31009,6583625.45273
31010,6328460.18554
31011,4076525.96117
31012,5738253.62941
31013,6943965.76831
31014,15333509.141
31015,7590832.0098
31016,4021714.36839
31017,9363253.94732
31018,5242388.45554
31019,4346012.14377
31020,7136717.63469
31021,11883946.804
31022,20880164.1447
31023,9515713.09961
31024,4617043.20072
31025,6091087.10456
31026,6032116.52259
31027,4323426.09173
31028,3287564.35915
31029,8366218.32292
31030,6879171.23832
31031,9101455.32075
31032,9611076.90756
31033,7360891.19827
31034,7143649.52296
31035,9313440.67181
31036,6708537.8689
31037,25512819.4878
31038,4230215.60705
31039,10045372.3737
31040,5531298.04847
31041,4194740.34616
31042,3165201.91803
31043,6398268.98566
31044,8712479.7526
31045,7433400.44934
31046,13434626.9778
31047,7863231.61913
31048,5752331.93588
31049,4543365.19483
31050,7653508.48625
31051,6247131.06377
31052,3750679.68239
31053,16259066.2454
31054,6060759.68861
31055,5579800.87096
31056,12104770.0895
31057,5597272.64527
31058,6937012.58569
31059,2893053.1649
31060,6767407.66536
31061,6362991.73231
31062,6157672.99228
31063,3516630.27061
31064,4943526.1092
31065,10085249.323
31066,4248917.35465
31067,8196093.32635
31068,4111067.33943
31069,4419583.51161
